Category,Nutrient Data Bank Number,Alpha Carotene,Ash,Beta Carotene,Beta Cryptoxanthin,Carbohydrate,Cholesterol,Choline,Fiber,Kilocalories,Lutein and Zeaxanthin,Lycopene,Manganese,Niacin,Pantothenic Acid,Protein,Refuse Percentage,Retinol,Riboflavin,Selenium,Sugar Total,Thiamin,Water,Monosaturated Fat,Polysaturated Fat,Saturated Fat,Total Lipid,Major Minerals.Calcium,Major Minerals.Copper,Major Minerals.Iron,Major Minerals.Magnesium,Major Minerals.Phosphorus,Major Minerals.Potassium,Major Minerals.Sodium,Major Minerals.Zinc,Vitamin A - IU,Vitamin A - RAE,Vitamin B12,Vitamin B6,Vitamin C,Vitamin E,Vitamin K
NUTMEG,2025,0,2.34,16,90,49.29,0,9,20.79999924,525,0,0,2.9,1.299,0,5.84,0,0,0.057,1.6,28.48999977,0.346,6.23,3.22,0.35,25.94,36.31,184,1.027,3.04,183,213,350,16,2.15,102,5,0,0.16,3,0,0
NUTS,12087,0,2.54,0,0,30.19,0,0,3.299999952,553,22,0,1.655,1.062,0.864,18.22,0,0,0.058,19.9,5.909999847,0.423,5.2,23.797,7.845,7.783,43.85,37,2.195,6.68,292,593,660,12,5.78,0,0,0,0.417,0.5,0.9,34.1
OAT BRAN,20033,0,2.89,0,0,66.22,0,32,15.39999962,246,180,0,5.63,0.934,1.494,17.3,0,0,0.22,45.2,1.450000048,1.17,6.55,2.376,2.766,1.328,7.03,58,0.403,5.41,235,734,566,4,3.11,0,0,0,0.165,0,1.01,3.2
OAT FLR,20132,0,1.97,0,0,65.7,0,30,6.5,404,180,0,4.019,1.474,0.201,14.66,0,0,0.125,34,0.800000012,0.692,8.55,2.866,3.329,1.607,9.12,55,0.437,4,144,452,371,19,3.2,0,0,0,0.125,0,0.7,3.2
OCEAN PERCH,15057,0,1.2,0,0,0,42,65,0,94,0,0,0.015,2,0.36,18.62,0,12,0.11,43.3,0,0.11,78.7,0.625,0.427,0.244,1.63,107,0.026,0.92,30,216,273,75,0.48,40,12,1,0.23,0.8,1.25,0.1
OCTOPUS,15166,0,1.6,0,0,2.2,48,65,0,82,0,0,0.025,2.1,0.5,14.91,0,45,0.04,44.8,0,0.03,80.25,0.162,0.239,0.227,1.04,53,0.435,5.3,30,186,350,230,1.68,150,45,20,0.36,5,1.2,0.1
OHELOBERRIES,9192,0,0.26,0,0,6.84,0,0,0,28,0,0,0,0.27,0,0.38,0,0,0.036,0,0,0.017,92.3,0,0,0,0.22,7,0,0.09,6,10,38,1,0,830,42,0,0,6,0,0
OIL,4034,0,0,0,0,0,0,0,0,884,0,0,0,0,0,0,0,0,0,0,0,0,0,43,37.6,14.9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1,24.7
OKRA,11278,0,0.7,225,0,7.03,0,12,3.200000048,31,516,0,0.99,1,0.245,2,14,0,0.06,0.7,1.200000048,0.2,90.17,0.017,0.027,0.026,0.1,81,0.094,0.8,57,63,303,8,0.6,375,19,0,0.215,21.1,0.36,53
OLD EL PASO CHILI W/BNS,22514,0,1.4,0,0,9.5,16,0,4.300000191,109,0,0,0,0,0,7.7,0,0,0,0,0,0,76.9,1.87,0.985,0.904,4.5,0,0,1.18,0,0,0,258,0,0,0,0,0,0,0,0
OLIVE LOAF,7051,0,4.3,0,0,9.2,38,67,0,235,0,0,0.035,1.835,0.77,11.8,0,60,0.26,16.4,0,0.295,58.2,7.87,1.93,5.85,16.5,109,0.05,0.54,19,127,297,1484,1.38,200,60,1.26,0.23,0,0.25,3.4
OLIVES,9193,0,2.23,237,9,6.26,0,10,3.200000048,115,510,0,0.02,0.037,0.015,0.84,0,0,0,0.9,0,0.003,79.99,7.888,0.911,1.415,10.68,88,0.251,3.3,4,3,8,872,0.22,403,20,0,0.009,0.9,1.65,1.4
ONION RINGS,11295,0,1,0,0,30.53,0,0,1.799999952,258,0,0,0.299,0.693,0.24,3.15,0,0,0.079,2.4,0,0.1,51.22,5.738,2.7,4.534,14.1,46,0.074,0.93,14,49,190,246,0.36,0,0,0,0.132,4.6,0,0
ONIONS,11282,0,0.35,1,0,9.34,0,6,1.700000048,40,4,0,0.129,0.116,0.123,1.1,10,0,0.027,0.5,4.239999771,0.046,89.11,0.013,0.017,0.042,0.1,23,0.039,0.21,10,29,146,4,0.17,2,0,0,0.12,7.4,0.02,0.4
OOPAH (TUNICATE),35058,0,2.8,0,0,0,0,0,0,67,0,0,0,0.9,0,11.7,0,0,0.1,0,0,0,80.2,0,0,0,2.2,53,0,20.7,0,103,0,0,0,0,0,0,0,0,0,0
ORANGE BRKFST DRK,14435,1,0.3,5,12,10.8,0,0,0.200000003,43,15,0,0.013,0.068,0.051,0,0,0,0.009,0.1,6.559999943,0.017,88.9,0,0,0,0,4,0.018,0.04,3,3,41,2,0.02,18,1,0,0.013,13,0.04,0
ORANGE DRK,14323,0,0.11,1,7,12.34,0,0,0,49,9,0,0.011,0.011,0.018,0,0,0,0,0,11.02999973,0,87.47,0.002,0.003,0.002,0.07,5,0,0.04,2,1,18,3,0.02,8,1,0,0,57.3,0.02,0
ORANGE JUC,9207,5,0.43,29,148,11.01,0,6,0.300000012,47,115,0,0.021,0.201,0.18,0.68,0,0,0.021,0.1,8.760000229,0.039,87.72,0.025,0.034,0.018,0.15,10,0.022,0.1,10,17,184,4,0.04,175,9,0,0.031,30.1,0.2,0.1
ORANGE JUICE,9206,6,0.4,33,169,10.4,0,6,0.200000003,45,115,0,0.014,0.4,0.19,0.7,0,0,0.03,0.1,8.399999619,0.09,88.3,0.036,0.04,0.024,0.2,11,0.044,0.2,11,17,200,1,0.05,200,10,0,0.04,50,0.04,0.1
ORANGE PEEL,9216,0,0.8,0,0,25,0,0,10.60000038,97,0,0,0,0.9,0.49,1.5,0,0,0.09,1,0,0.12,72.5,0.036,0.04,0.024,0.2,161,0.092,0.8,22,21,212,3,0.25,420,21,0,0.176,136,0.25,0
ORANGE&APRICOT JUC DRK,14327,2,0.2,79,60,12.7,0,0,0.100000001,51,47,0,0.009,0.2,0.068,0.3,0,0,0.01,0.1,12.06000042,0.02,86.7,0.031,0.022,0.01,0.1,5,0.032,0.1,5,8,80,2,0.04,183,9,0,0.037,20,0.11,0.1
ORANGE-FLAVOR DRK,14407,0,0.92,0,1,98.94,0,0,0.400000006,386,1,0,0.05,8,0.007,0,0,599,0.68,0.5,92.30999756,0.001,0.14,0,0,0,0,385,0.013,0.02,0,151,190,17,0.01,2000,600,0,0.8,230.8,0,0
ORANGE-GRAPEFRUIT JUC,9217,4,0.39,20,98,10.28,0,6,0.100000001,43,73,0,0.017,0.336,0.14,0.6,0,0,0.03,0.1,10.18000031,0.056,88.64,0.017,0.019,0.011,0.1,8,0.076,0.46,10,14,158,3,0.07,119,6,0,0.023,29.1,0.14,0.1
ORANGES,9200,11,0.44,71,116,11.75,0,8,2.400000095,47,129,0,0.025,0.282,0.25,0.94,27,0,0.04,0.5,9.350000381,0.087,86.75,0.023,0.025,0.015,0.12,40,0.045,0.1,10,14,181,0,0.07,225,11,0,0.06,53.2,0.18,0
ORIENTAL MIX,19031,0,2.94,0,0,51.62,0,18,13.19999981,506,0,0,1.273,3.081,0.475,17.31,0,0,0.141,8.1,3,0.311,2.55,9.86,10.643,3.785,25.58,54,0.134,2.44,118,262,328,413,2.66,0,0,0,0.072,0.3,5.6,2.4
OSCAR MAYER,7200,0,3.5,0,0,2.4,103,0,0,318,0,0,0,0,0,10.9,0,0,0,0,1.399999976,0,53.7,14.48,3.93,10.49,29.4,69,0.2,1.78,21,199,154,1033,1.42,0,0,0,0,0,0,0
OSTRICH,5641,0,0.73,0,0,0,71,0,0,165,0,0,0.017,4.377,1.08,20.22,0,0,0.267,33,0,0.182,71.07,2.654,0.91,2.177,8.7,7,0.128,2.91,20,199,291,72,3.51,0,0,4.61,0.475,0,0.24,0
OWL,35059,0,1,0,0,0,0,0,0,136,0,0,0,0,0,22.7,0,0,0,0,0,0,71.3,0,0,0,5,16,0,4.8,0,218,0,0,0,350,0,0,0,0,0,0
OYSTER,15167,0,1.42,0,0,3.91,53,65,0,68,0,0,0.367,1.38,0.185,7.05,0,30,0.095,63.7,0,0.1,85.16,0.314,0.968,0.772,2.46,45,4.452,6.66,47,135,156,211,90.81,100,30,19.46,0.062,3.7,0.85,0.1
PALM HEARTS,43392,0,1.99,41,0,25.61,0,0,1.5,115,0,0,0,0.9,0,2.7,0,0,0.18,0.7,17.15999985,0.05,69.5,0.005,0.089,0.046,0.2,18,0.644,1.69,10,140,1806,14,3.73,68,3,0,0.81,8,0.5,0
PANCAKES,18289,0,4.9,0,0,71.3,21,0,2.700000048,376,0,0,0.527,3.69,0.727,10.1,0,20,0.467,25.9,0,0.511,8.8,1.71,1.592,0.984,4.9,241,0.174,3.01,37,649,341,1215,0.71,68,20,0.38,0.197,0.4,0,0
Pancakes plain,18288,0,1.98,1,0,39.29,18,30,2.400000095,225,20,0,0.156,2.91,0.15,5.33,0,64,0.51,5.6,9.729999542,0.344,48.22,1.891,1.081,0.81,5.17,71,0.054,2.19,14,293,124,505,0.38,216,64,0.09,0.148,0.3,0.28,6.5
"PAPA JOHN'S 14"" CHS PIZZA",21283,0,2.32,69,0,32.74,19,0,1.899999976,260,47,1520,0.338,3.064,0.18,11.53,0,54,1.225,27.6,5.320000172,0.453,44.16,2.476,1.97,3.871,9.25,166,0.125,1.97,24,203,138,578,1.24,293,60,0.68,0.122,0,1.14,7.5
"PAPA JOHN'S 14"" PEPPERONI PIZZA",21284,0,2.53,73,0,30.04,26,0,1.200000048,275,0,119,0.348,3.225,0.266,11.97,0,52,0.486,29.3,4.840000153,0.431,43.6,3.912,2.206,4.908,11.86,152,0.128,1.98,23,196,150,671,1.34,294,58,0.79,0.162,0,1.1,6.1
"PAPA JOHN'S 14"" THE WORKS PIZZA",21285,0,2.26,49,0,26.69,21,0,2.5,240,0,57,0.282,3.205,0.325,10.27,0,27,0.292,26.8,4.840000153,0.233,50.57,3.652,1.877,3.765,10.21,99,0.149,1.5,21,160,160,570,0.98,172,31,0.72,0,0,1.06,5.6
PAPAYA NECTAR,9229,0,0.15,91,251,14.51,0,2,0.600000024,57,25,0,0.013,0.15,0.054,0.17,0,0,0.004,0.3,13.90999985,0.006,85.02,0.041,0.035,0.047,0.15,10,0.013,0.34,3,0,31,5,0.15,361,18,0,0.009,3,0.24,0.8
PAPAYAS,9226,0,0.61,276,761,9.81,0,6,1.799999952,39,75,0,0.011,0.338,0.218,0.61,33,0,0.032,0.6,5.900000095,0.027,88.83,0.038,0.031,0.043,0.14,24,0.016,0.1,10,5,257,3,0.07,1094,55,0,0.019,61.8,0.73,2.6
PARMESAN CHS TOPPING,1185,0,6.4,13,0,40,20,15,0,370,0,0,0,0.2,0,40,0,39,0.05,43.3,1.5,0.05,8.6,1.446,0.186,3.11,5,800,0.02,5,40,700,600,1150,3,151,40,1.1,0.1,0,0.04,0.4
PARSLEY,2029,1430,12.47,5380,30,51.66,0,97,30.39999962,276,5530,397,10.5,7.929,0,22.42,0,0,1.23,29.3,7.269999981,0.172,9.02,3.247,0.458,0.115,4.43,1468,0.64,97.86,249,351,3805,452,4.75,10184,509,0,1.002,122,6.91,1359.5
PARSNIPS,11298,0,0.98,0,0,17.99,0,0,4.900000095,75,0,0,0.56,0.7,0.6,1.2,15,0,0.05,1.8,4.800000191,0.09,79.53,0.112,0.047,0.05,0.3,36,0.12,0.59,29,71,375,10,0.59,0,0,0,0.09,17,1.49,22.5
PASSION-FRUIT,9231,0,0.8,743,41,23.38,0,8,10.39999962,97,0,0,0,1.5,0,2.2,48,0,0.13,0.6,11.19999981,0,72.93,0.086,0.411,0.059,0.7,12,0.086,1.6,29,68,348,28,0.1,1272,64,0,0.1,30,0.02,0.7
PASSION-FRUIT JUC,9232,0,0.34,419,23,13.6,0,4,0.200000003,51,0,0,0,1.46,0,0.39,0,0,0.131,0.1,13.39999962,0,85.62,0.006,0.029,0.004,0.05,4,0.053,0.24,17,13,278,6,0.05,717,36,0,0.05,29.8,0.01,0.4
PASTA,20091,0,1.2,0,0,79.26,0,0,11,357,0,0,0.483,2.43,0.484,7.46,0,0,0.087,7.9,0,0.231,10,0.543,0.924,0.29,2.08,4,0.202,0.93,119,253,294,3,1.79,170,9,0,0.206,0,0,0
PASTA W/MEATBALLS IN TOMATO SAU,22907,0,1.47,109,0,12.29,8,12,2.700000048,103,1,7669,0.156,1.315,0.206,4.32,0,5,0.062,7.6,3.970000029,0.077,77.84,1.67,0.23,1.59,4.08,11,0.085,0.93,14,46,165,418,0.73,198,14,0.23,0.066,3,0.77,1.8
PASTA W/SLICED FRANKS IN TOMATO SAU,22522,0,1.6,70,1,11.9,9,12,0.899999976,104,5,7506,0.129,1.157,0.24,3.7,0,4,0.069,8,3.200000048,0.078,78.2,1.9,0.598,1.47,4.6,18,0.136,0.91,14,43,191,482,0.52,132,10,0.19,0.073,3.8,0.74,1.6
PASTRAMI,7052,0,3.98,7,0,1.79,68,67,0.100000001,133,0,0,0.013,3.527,0.58,16.3,0,4,0.25,16.1,3.339999914,0.055,71.73,2.131,1.635,1.699,6.21,11,0.05,4.2,14,200,345,981,2.16,24,4,0.24,0.27,8.1,0.22,0
PATE,7053,0,1.26,0,0,6.55,391,229,0,201,0,0,0.162,7.517,2.62,13.45,0,217,1.401,46.1,0,0.052,65.64,5.28,2.46,4,13.1,10,0.18,9.19,13,175,95,386,2.14,724,217,8.07,0.26,10,0.98,0
PATE DE FOIE GRAS,5282,0,3.05,0,0,4.67,150,0,0,462,0,0,0.12,2.51,1.2,11.4,0,1001,0.299,44,0,0.088,37.04,25.61,0.84,14.45,43.84,70,0.4,5.5,13,200,138,697,0.92,3333,1001,9.4,0.06,2,0,0
PATIO BF & BEAN BURRITO,22584,0,1.8,0,0,30.15,5,0,3.5,207,0,0,0,0,0,6.52,0,0,0,0,5.28000021,0,54.78,2.51,1.54,2.44,6.75,21,0,2.34,0,0,0,509,0,0,0,0,0,0,0,0
PEACH NECTAR,9251,0,0.15,128,53,13.92,0,2,0.600000024,54,37,0,0.019,0.288,0.068,0.27,0,0,0.014,0.2,13.31999969,0.003,85.64,0.008,0.011,0.002,0.02,5,0.069,0.19,4,6,40,7,0.08,258,13,0,0.007,5.3,0.29,1
PEACHES,9236,0,0.43,162,67,9.54,0,6,1.5,39,91,0,0.061,0.806,0.153,0.91,4,0,0.031,0.1,8.390000343,0.024,88.87,0.067,0.086,0.019,0.25,6,0.068,0.25,9,20,190,0,0.17,326,16,0,0.025,6.6,0.73,2.6
PEANUT BUTTER,16097,0,3.29,0,0,21.57,0,61,8,589,0,0,1.8,13.696,1.118,24.06,0,0,0.111,8.2,8.409999847,0.106,1.14,24.561,14.798,8.081,49.94,45,0.578,1.9,160,319,745,486,2.79,0,0,0,0.418,0,6.3,0.5
PEANUT BUTTER W/ OMEGA-3,16399,0,3.37,0,0,17,0,94,6.099999905,608,0,0,1.85,12.875,0.87,24.47,0,0,0.087,0,3.109999895,0.055,0.99,36.614,6.95,9.691,54.17,45,0.476,1.67,191,426,780,356,3.08,0,0,0,0.292,0,10.34,0
PEANUT FLOUR,16099,0,4.75,0,0,34.7,0,109,15.80000019,327,0,0,4.9,27,2.744,52.2,0,0,0.48,7.1,8.220000267,0.7,7.8,0.225,0.143,0.063,0.55,140,1.8,2.1,370,760,1290,180,5.1,0,0,0,0.504,0,0.05,0
PEANUT SPRD,16149,0,4.15,0,0,14.23,0,67,7.800000191,650,0,0,1.979,16.385,1.229,24.8,0,0,0.122,9.1,3.339999914,0.116,1.93,26.997,16.266,10.22,54.89,72,0.76,2.84,164,350,818,447,3.51,0,0,0,0.471,0,8.06,0.6
PEANUTS,16087,0,2.33,0,0,16.13,0,52,8.5,567,0,0,1.934,12.066,1.767,25.8,0,0,0.135,7.2,3.970000029,0.64,6.5,24.429,15.559,6.834,49.24,92,1.144,4.58,168,376,705,18,3.27,0,0,0,0.348,0,8.33,0
PEAR NECTAR,9262,0,0.1,1,0,15.76,0,2,0.600000024,60,20,0,0.03,0.128,0.022,0.11,0,0,0.013,0,15.15999985,0.002,84.01,0.003,0.003,0.001,0.01,5,0.067,0.26,3,3,13,4,0.07,1,0,0,0.014,1.1,0.05,1.8
PEARS,9252,0,0.33,13,2,15.46,0,5,3.099999905,58,45,0,0.049,0.157,0.048,0.38,10,0,0.025,0.1,9.800000191,0.012,83.71,0.026,0.029,0.006,0.12,9,0.082,0.17,7,11,119,1,0.1,23,1,0,0.028,4.2,0.12,4.5
PEAS,11300,44,0.56,630,0,7.55,0,17,2.599999905,42,740,0,0.244,0.6,0.75,2.8,6,0,0.08,0.7,4,0.15,88.89,0.021,0.089,0.039,0.2,43,0.079,2.08,24,53,200,4,0.27,1087,54,0,0.16,60,0.39,25
PEAS&CARROTS,11318,0,0.93,0,0,8.48,0,0,2,38,0,0,0.357,0.581,0.12,2.17,0,0,0.053,0.9,0,0.074,88.15,0.023,0.129,0.049,0.27,23,0.103,0.75,14,46,100,260,0.58,5770,289,0,0.088,6.6,0,0
PEAS&ONIONS,11324,0,1.37,0,0,8.57,0,0,2.299999952,51,0,0,0.255,1.28,0.159,3.28,0,0,0.07,0.4,0,0.1,86.4,0.036,0.176,0.068,0.38,17,0.1,0.87,16,51,96,442,0.58,161,8,0,0.192,3,0,0
PECANS,12143,0,1.56,84,0,13.55,0,0,9.399999619,710,0,0,3.933,1.167,0.703,9.5,0,0,0.107,4,4.059999943,0.45,1.12,43.957,20.572,6.283,74.27,72,1.167,2.8,132,293,424,1,5.07,140,7,0,0.187,0.7,1.3,0
PECTIN,19310,0,0.3,0,0,90.4,0,0,8.600000381,325,0,0,0.07,0.005,0.11,0.3,0,0,0.06,0,0,0.008,8.7,0.01,0.09,0.05,0.3,7,0.42,2.71,1,2,7,200,0.47,3,0,0,0.01,0,0,0
PEPEAO,11230,0,2.57,0,0,81.03,0,0,0,298,0,0,1.151,3,21.477,4.82,13,0,0.35,45.3,0,0.826,11.14,0,0,0,0.44,113,5.07,6.14,146,116,708,70,7.52,0,0,0,0.95,1.4,0,0
PEPPER,2030,0,4.33,156,48,64.81,0,11,26.5,255,205,6,5.625,1.142,0,10.95,0,0,0.24,3.1,0.639999986,0.109,10.51,1.01,1.13,0.98,3.26,437,1.127,28.86,194,173,1259,44,1.42,299,15,0,0.34,21,0.72,163.7
PEPPERIDGE FARM APPL TURNOVERS,18628,0,0.8,0,0,35.1,0,0,1.799999952,319,0,0,0,0,0,4.2,0,0,0,0,12.10000038,0,41.9,0,0,4.53,18,0,0,1.37,0,0,0,198,0,0,0,0,0,0,0,0
PEPPERIDGE FARM CLASSIC STYLE CROUTONS,18626,0,4.2,0,0,61.1,0,0,0,465,0,0,0,0,0,13.6,0,0,0,0,0,0,2.6,0,0,3.72,18.5,0,0,0,0,0,0,1390,0,0,0,0,0,0,0,0
PEPPERIDGE FARM CRUSTY ITALIAN BREAD,18627,0,1.8,0,0,41.6,11,0,0,372,0,0,0,0,0,8.3,0,0,0,0,0,0,29.1,7.836,3.665,4.822,19.2,0,0,2.37,0,0,0,400,0,0,0,0,0,0,0,0
PEPPERMINT,2064,0,1.76,0,0,14.89,0,0,8,70,0,0,1.176,1.706,0.338,3.75,39,0,0.266,0,0,0.082,78.65,0.033,0.508,0.246,0.94,243,0.329,5.08,80,73,569,31,1.11,4248,212,0,0.129,31.8,0,0
PEPPERONI,7057,0,5.34,0,0,0,105,77,0,494,0,0,0.595,4.64,1.183,22.68,0,0,0.316,35,0,0.355,30.72,17.166,3.426,14.86,43.98,22,0.112,1.62,21,177,279,1653,2.5,0,0,1.73,0.353,0.7,0,5.8
PEPPERS,11329,14,1.4,410,30,5.1,0,7,1.299999952,21,444,0,0.138,0.8,0.034,0.9,0,0,0.05,0.3,3.119999886,0.02,92.5,0.006,0.055,0.01,0.1,7,0.101,0.5,14,17,187,1173,0.17,721,36,0,0.153,68,0.69,8.7
PERCH,15060,0,1.24,0,0,0,90,65,0,91,0,0,0.7,1.52,0.75,19.39,0,9,0.1,12.6,0,0.07,79.13,0.152,0.368,0.185,0.92,80,0.15,0.9,30,200,269,62,1.11,30,9,1.9,0.12,1.7,0.2,0.1
PERSIMMONS,9263,0,0.33,253,1447,18.59,0,8,3.599999905,70,834,159,0.355,0.1,0,0.58,16,0,0.02,0.6,12.52999973,0.03,80.32,0.037,0.043,0.02,0.19,8,0.113,0.15,9,17,161,1,0.11,1627,81,0,0.1,7.5,0.73,2.6
PHEASANT,5153,0,1.27,0,0,0,71,0,0,181,0,0,0.017,6.426,0.928,22.7,14,53,0.143,15.7,0,0.072,67.77,4.32,1.18,2.7,9.29,12,0.065,1.15,20,214,243,40,0.96,177,53,0.77,0.66,5.3,0,0
PICKLE RELISH,11944,0,3.04,0,0,23.35,0,0,1.5,91,0,0,0.015,0.5,0.007,1.5,0,0,0.04,0,0,0.04,71.65,0.227,0.11,0.044,0.46,5,0.082,1.25,19,40,78,1091,0.21,167,8,0,0.015,1,0,0
PICKLE&PIMIENTO LOAF,7058,4,4.07,147,46,8.46,58,32,1.5,225,87,0,0.111,2.486,0.443,11.23,0,78,0.115,7.9,8.460000038,0.392,60.29,7.06,2.804,5.287,15.95,109,0.105,1.33,34,153,371,1304,1.68,260,78,0.54,0.418,7.8,0.4,5.1
PICKLES,11937,19,2.34,78,45,2.59,0,3,1.100000024,12,41,0,0.047,0.099,0.05,0.6,0,0,0.029,0.1,1.309999943,0.027,94.33,0.002,0.056,0.036,0.14,42,0.033,0.37,7,12,92,875,0.11,183,9,0,0.023,0.8,0.09,39
PICNIC LOAF,7062,0,3.48,0,0,4.76,38,0,0,232,0,0,0.028,2.306,0.68,14.92,0,0,0.242,35.7,0,0.374,60.2,7.68,1.89,6.07,16.64,47,0.07,1.02,15,125,267,1164,2.18,0,0,1.5,0.3,0,0,0
PIE,18301,0,0.9,9,6,34,0,7,1.600000024,237,9,0,0.182,0.263,0.119,1.9,0,31,0.027,1,15.64999962,0.028,52.2,4.388,2.198,3.797,11,11,0.046,0.45,7,24,65,266,0.16,124,32,0.01,0.038,3.2,1.52,3.5
PIE CRUST,18330,0,1.5,131,0,65.2,0,15,1.5,494,29,0,0.463,2.133,0.22,4.2,0,182,0.175,6,38.34000015,0.104,4.2,11.37,6.908,5.196,24.9,21,0.125,2.17,18,65,88,571,0.47,826,193,0.02,0.036,0,2.32,24.7
PIE FILLINGS,19312,0,0.3,10,8,26.1,0,3,1,100,11,0,0.027,0.035,0.042,0.1,0,0,0.011,0.3,13.80000019,0.012,73.4,0,0,0,0.1,4,0.055,0.29,2,7,45,47,0.04,24,2,0,0.016,1.7,0.04,0.5
PIGEON PEAS (RED GM),16101,0,3.45,0,0,62.78,0,0,15,343,0,0,1.791,2.965,1.266,21.7,0,0,0.187,8.2,0,0.643,10.59,0.012,0.814,0.33,1.49,130,1.057,5.23,183,367,1392,17,2.76,28,1,0,0.283,0,0,0
PIGEONPEAS,11344,0,1.4,40,0,23.88,0,46,5.099999905,136,190,0,0.574,2.2,0.68,7.2,52,0,0.17,1.5,3,0.4,65.88,0.013,0.873,0.354,1.64,42,0.134,1.6,68,127,552,5,1.04,67,3,0,0.068,39,0.39,24
PIKE,15062,0,1.2,0,0,0,39,65,0,88,0,0,0.24,2.3,0.75,19.26,0,21,0.063,12.6,0,0.058,78.92,0.157,0.202,0.118,0.69,57,0.051,0.55,31,220,259,39,0.67,70,21,2,0.117,3.8,0.2,0.1
PILINUTS-CANARYTREE,12145,0,2.91,0,0,3.98,0,0,0,719,0,0,2.313,0.519,0.479,10.8,81,0,0.093,0,0,0.913,2.77,37.229,7.605,31.184,79.55,145,0.958,3.53,302,575,507,3,2.97,41,2,0,0.115,0.6,0,0
PILLSBURY,18629,0,4.5,0,0,45.31,0,0,1.600000024,234,0,0,0,0,0,6.25,0,0,0,0,6.25,0,40.6,0,0,0.469,3.13,0,0,2.25,0,0,0,891,0,0,0,0,0,0,0,0
PILLSBURY GOLDEN LAYER BTTRMLK BISCUIT,18634,0,3.5,0,0,41.18,0,0,1.200000048,307,0,0,0,0,0,5.88,0,0,0,0,5.880000114,0,35.5,0,0,2.941,13.24,0,0,2.12,0,0,0,1059,0,0,0,0,0,0,0,0
PILLSBURY GRANDS,18633,0,4,0,0,41.38,0,0,1.200000048,317,0,0,0,0,0,6.9,0,0,0,0,6.900000095,0,33.5,0,0,5.172,13.79,34,0,2.48,0,0,0,1034,0,0,0,0,0,0,0,0
PIMENTO,11943,238,0.4,1474,0,5.1,0,6,1.899999976,23,366,0,0.092,0.615,0.01,1.1,0,0,0.06,0.2,2.710000038,0.017,93.1,0.02,0.161,0.045,0.3,6,0.049,1.68,6,17,158,14,0.19,2655,133,0,0.215,84.9,0.69,8.3
PINE NUTS,12149,0,2.26,0,0,19.3,0,0,10.69999981,629,0,0,4.333,4.37,0.21,11.57,43,0,0.223,0,0,1.243,5.9,22.942,25.668,9.377,60.98,8,1.035,3.06,234,35,628,72,4.28,29,1,0,0.111,2,0,0
PINEAPPLE,9266,0,0.22,35,0,13.12,0,6,1.399999976,50,0,0,0.927,0.5,0.213,0.54,49,0,0.032,0.1,9.850000381,0.079,86,0.013,0.04,0.009,0.12,13,0.11,0.29,12,8,109,1,0.12,58,3,0,0.112,47.8,0.02,0.7
PINEAPPLE JUC,9273,0,0.28,3,0,12.87,0,3,0.200000003,53,0,0,0.504,0.199,0.056,0.36,0,0,0.021,0.1,9.979999542,0.058,86.37,0.014,0.042,0.008,0.12,13,0.069,0.31,12,8,130,2,0.11,5,0,0,0.1,10,0.02,0.3
PINEAPPLE&GRAPEFRUIT JUC DRK,14334,0,0.2,1,0,11.6,0,0,0.100000001,47,1,0,0.413,0.267,0.053,0.2,0,0,0.016,0.1,11.52000046,0.03,87.9,0.01,0.028,0.006,0.1,7,0.045,0.31,6,6,61,14,0.06,2,0,0,0.042,46,0.01,0.1
PINEAPPLE&ORANGE JUC DRK,14341,0,0.1,4,15,11.8,0,0,0.100000001,50,12,0,0.361,0.207,0.057,1.3,0,0,0.019,0.1,11.59000015,0.03,86.9,0,0,0,0,5,0.041,0.27,6,4,46,3,0.06,19,1,0,0.047,22.5,0.03,0.1
PINON NUTS,35207,0,2.45,0,0,51.06,0,0,43.40000153,541,0,0,1.74,1.63,0.791,7.41,0,0,0.222,0,0,0.212,5,15.57,14.42,3.21,34.08,18,0.654,3.53,152,345,458,310,2.89,0,0,0,0.116,0,11.3,0
PISTACHIO NUTS,12151,0,3.02,332,0,27.97,0,0,10.30000019,557,0,0,1.2,1.3,0.52,20.61,47,0,0.16,7,7.639999866,0.87,3.97,23.319,13.455,5.44,44.44,107,1.3,4.15,121,490,1025,1,2.2,553,28,0,1.7,5,2.3,0
PITANGA,9276,0,0.5,0,0,7.49,0,0,0,33,0,0,0,0.3,0,0.8,12,0,0.04,0,0,0.03,90.81,0,0,0,0.4,9,0,0.2,12,11,103,3,0,1500,75,0,0,26.3,0,0
PIZZA,21224,0,2.06,88,0,29.02,14,14,2.200000048,268,34,1829,0.291,2.196,0.219,10.36,0,58,0.258,21.5,3.569999933,0.211,46.28,4.246,1.903,4.272,12.28,179,0.227,2.27,23,179,152,447,1.32,342,66,0.78,0.083,1.2,1.01,6.6
"PIZZA HUT 12"" CHS PIZZA",21271,0,2.67,116,0,31.22,24,0,1.799999952,271,69,2310,0.308,3.295,0.285,11.93,0,72,0.256,20.5,3.369999886,0.264,43.29,2.919,1.839,5.04,10.89,209,0.092,1.95,22,249,173,685,1.65,435,82,0.7,0.114,0,0.7,10.1
